,CollegeName,TotalRegistrations,State
801,SYMBIOSIS INSTITUTE OF TECHNOLOGY PUNE,2,Maharashtra
870,ADARSH INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE VITA,1,Maharashtra
896,J D COLLEGE OF ENGINEERING & MANAGEMENT,1,Maharashtra
910,JIGYASA UNIVERSITY,1,Maharashtra
1076,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY PUNE,1,Maharashtra
1246,ICAI,1,Maharashtra
1399,NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES (NMIMS),1,Maharashtra
1644,"R. C. PATEL INSTITUTE OF TECHNOLOGY, SHIRPUR",1,Maharashtra
2360,"SYMBIOSIS INSTITUTE OF TECHNOLOGY,PUNE",1,Maharashtra
2564,ANJUMAN-I-ISLAM'S ABDUL RAZZAQ KALSEKAR POLYTECHNIC,1,Maharashtra
2535,ASCENCIA MALTA BUSINESS SCHOOL,1,Malta
437,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI, MANIPUR",4,Manipur
497,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, MANIPUR",3,Manipur
793,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY MANIPUR,2,Manipur
1090,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,SENAPATI-MANIPUR",1,Manipur
1211,IIIT MANIPUR,1,Manipur
1437,NATIONAL INSTITUTE OF TECHNOLOGY MEGHALAYA,1,Meghalaya
1461,NIT NAGALAND,1,Nagaland
2521,UTICA COLLEGE,1,New York
1191,MAHARAJA AUTONOMOUS,1,Odisha
1545,GAYATRI VIDHYA PARSHID,1,Odisha
283,OU,7,Odisha
332,KUWLSF - KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,5,Odisha
402,CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT,4,Odisha
479,KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY,3,Odisha
494,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY,3,Odisha
586,INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESWAR,2,Odisha
607,GANDHIJI INSTITUTE OF SCIENCE AND TECHNOLOGY,2,Odisha
807,KIIT UNIVERSITY,2,Odisha
1006,"INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY, BHUBANESWAR",1,Odisha
1034,KALINGA INSTITUE OF INDUSTRIAL TECHNOLOGY,1,Odisha
1063,INDIAN INSTITUTE OF TECHNOLOGY BHUBANESWAR,1,Odisha
1119,KORMCE,1,Odisha
1129,IIT- BHUBANEWSAR(IIT-BBSR),1,Odisha
1210,IIIT BHUBANESHWAR,1,Odisha
1463,NIT ROURKELA,1,Odisha
1495,GIET UNIVERSITY,1,Odisha
1496,"GIET UNIVERSITY, GUNUPUR",1,Odisha
1532,GANDHI INSTITUTE OF TECHNOLOGY,1,Odisha
1684,Driems University,1,Odisha
1836,RISH,1,Odisha
2079,CENTURION UNIVERSITY,1,Odisha
2434,TRIDENT ACADEMY OF TECHNOLOGY,1,Odisha
2453,UNIVERSITY COLLEGE OF ENGINEERING,1,Odisha
2455,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Odisha
2372,TEMPLE UNIVERSITY,1,Pennsylvania
399,PUDUCHERRY TECHNOLOGICAL UNIVERSITY,4,Puducherry
1634,PTU-PUDUCHERRY TECHNOLOGICAL UNIVERSITY,1,Puducherry
1681,RAJEEV GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Puducherry
1827,DR BR AMBEDKAR NATIONAL INSTITUTE OF TECHNOLOGY,1,Punjab
1928,CT UNIVERSITY,1,Punjab
119,LOVELY PROFESSIONAL UNIVERSITY,33,Punjab
178,CHANDIGARH UNIVERSITY,16,Punjab
1175,LOVELY PROFESSIONAL,1,Punjab
1176,"LOVELY PROFESSIONAL UNIVERSITY ,PUNJAB",1,Punjab
1177,LOVELY PROFESSSIONAL UNIVERSITY,1,Punjab
1178,LOVELY PROFFESSIONAL UNIVERSITY,1,Punjab
1290,"I.K GUJRAL PUNJAB TECHNICAL UNIVERSITY, KAPURTHALA",1,Punjab
1369,GULZAR GROUP OF INSTITUTES,1,Punjab
1372,GURU TEGH BAHADUR 4TH CENTENARY ENGINEERING COLLEGE,1,Punjab
1490,NIT JALANDHAR,1,Punjab
1511,ONLINE CHANDIGARH UNIVERSITY,1,Punjab
1558,PLAKSHA UNIVERSITY,1,Punjab
1635,PUNJAB TECHNICAL UNIVERSITY,1,Punjab
1785,RAYAT BAHRA INSTITUTE OF ENGINEERING AND NANO TECHNOLOGY,1,Punjab
1825,DR B R AMBEDKAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY,1,Punjab
1840,RISHI UBR COLLEGE FOR WOMEN'S,1,Punjab
1884,DBSIT COLLEGE,1,Punjab
2007,"CHANDIGARH COLLEGE OF ENGINEERING, JHANJERI, MOHALI",1,Punjab
2008,"CHANDIGARH COLLEGE OF ENGINEERING, MOHALI",1,Punjab
2010,CHANDIGARH GROUP OF COLLEGES JHANJERI,1,Punjab
2043,SIIET,1,Punjab
2110,"CCE , JHANJERI , MOHALI",1,Punjab
2143,SRI SAI COLLEGE OF MANAGEMENT,1,Punjab
1067,INDIAN INSTITUTE OF TECHNOLOGY JODHPUR,1,Rajasthan
351,NIMS UNIVERSITY,5,Rajasthan
532,SIR PADAMPAT SINGHANIA UNIVERSITY,3,Rajasthan
588,NIMS UNIVERSITY JAIPUR RAJASTHAN,2,Rajasthan
905,JAIPUR ENGINEERING COLLEGE AND RESEARCH CENTER,1,Rajasthan
958,Jaipur National University,1,Rajasthan
1080,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA",1,Rajasthan
1173,"LNMIIT, JAIPUR",1,Rajasthan
1229,MAHARISHI ARVIND INSTITUTE OF SCIENCE AND MANAGEMENT,1,Rajasthan
1249,MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY JAIPUR,1,Rajasthan
1417,GOVT MAHILA ENGINEERING COLLEGE AJMER,1,Rajasthan
1497,"GIRRAJ GOVT COLLEGE, NZD",1,Rajasthan
2038,"SKIT , JAIPUR",1,Rajasthan
2074,"SOBHASARIA GROUP OF INSTITUTIONS, SIKAR",1,Rajasthan
2078,CENTRAL UNIVERSITY OF RAJASTHAN,1,Rajasthan
2229,BITS PILANI,1,Rajasthan
2315,BHAGWANT UNIVERSITY,1,Rajasthan
2343,BANASTHALI VIDHYAPITH,1,Rajasthan
1686,EADA BUSINESS SCHOOL,1,Spain
2232,BLEKINGE INSTITUTE OF TECHNOLOGY,1,SWEDEN
2496,UNIVERSITY OF GENEVA,1,Switzerland
805,B.S ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,2,Tamil Nadu
914,JNN INSTITUTE OF ENGINEERING,1,Tamil Nadu
931,JAI SHRIRAM ENGINEERING COLLEGE,1,Tamil Nadu
933,"K.S.RANGASAMY COLLEGE OF TECHNOLOGY(AUTONOMOUS,AFFILIATED TO ANNA UNIVERSITY, CHENNAI)",1,Tamil Nadu
963,K. RAMAKRISHNAN COLLEGE OF TECHNOLOGY,1,Tamil Nadu
1017,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, TIRUCHIRAPPALLI",1,Tamil Nadu
1033,KALASALINGHAM UNIVERSITY,1,Tamil Nadu
1079,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DESIGN AND MANUFACTURING, KANCHEEPURAM",1,Tamil Nadu
1108,KU - KAVERI UNIVERSITY,1,Tamil Nadu
1319,HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Tamil Nadu
1320,HINDUSTAN INSTITUTE OF TECHNOLOGY OF SCIENCE,1,Tamil Nadu
1930,CVRT,1,Tamil Nadu
2135,SRI KRISHNA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
2141,SRI RAMASWAMY MEMORIAL UNIVERSITY INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2197,SRM UNIVERSITY CHENNAI,1,Tamil Nadu
2198,SRM UNIVERSITY CHENNAI RAMAPURAM,1,Tamil Nadu
2220,SRM INSTITUTE OF SCIENCE & TECHNOLOGY,1,Tamil Nadu
2225,"SRM RAMAPURAM,CHENNAI",1,Tamil Nadu
2226,SRM TRP TRICHY,1,Tamil Nadu
2592,"VELLORE INSTITUTE OF TECHNOLOGY , CHENNAI",1,Tamil Nadu
2622,VELLORE INSTITUTE OF TECHNOLOY CHENNAI,1,Tamil Nadu
2725,"VIT,VELLORE",1,Tamil Nadu
88,AMRITA VISHWA VIDHYAPEETHAM,56,Tamil Nadu
111,VELLORE INSTITUTE OF TECHNOLOGY,36,Tamil Nadu
128,KALASALINGAM ACADEMY OF RESEARCH AND EDUCATION,30,Tamil Nadu
135,AMRITA VISHWA VIDYAPEETHAM,26,Tamil Nadu
140,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,24,Tamil Nadu
152,SAVEETHA SCHOOL OF ENGINEERING,20,Tamil Nadu
158,BHARATH INSTITUTE OF HIGHER EDUCATION AND RESEARCH,19,Tamil Nadu
176,SRM UNIVERSITY,17,Tamil Nadu
190,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,14,Tamil Nadu
197,SRI VENKATESWARA COLLEGE OF ENGINEERING,13,Tamil Nadu
215,SATHYABAMA UNIVERSITY,12,Tamil Nadu
249,KCEA - KSHATRIYA COLLEGE OF ENGINEERING,9,Tamil Nadu
255,SASTRA DEEMED UNIVERSITY,9,Tamil Nadu
267,IIT MADRAS,8,Tamil Nadu
271,KALASALINGAM UNIVERSITY,8,Tamil Nadu
286,VIT,7,Tamil Nadu
287,DHANALAKSHMI SRINIVASAN UNIVERSITY,7,Tamil Nadu
295,VELTECH UNIVERSITY,7,Tamil Nadu
299,VEL TECH UNIVERSITY,7,Tamil Nadu
313,SASTRA UNIVERSITY,6,Tamil Nadu
320,"VELLORE INSTITUTE OF TECHNOLOGY, VELLORE",6,Tamil Nadu
341,VIT CHENNAI,5,Tamil Nadu
345,SRM,5,Tamil Nadu
391,ST.JOSEPH'S COLLEGE OF ENGINEERING,4,Tamil Nadu
400,VELLORE INSTITUTE OF TECHNOLOGY CHENNAI,4,Tamil Nadu
411,ST. JOSEPH'S COLLEGE OF ENGINEERING,4,Tamil Nadu
412,SRMIST,4,Tamil Nadu
434,JANSONS INSTITUTE OF TECHNOLOGY,4,Tamil Nadu
445,IIITDM KANCHEEPURAM,4,Tamil Nadu
446,VEL TECH RANGARAJAN DR.SAGUNTHALA R&D INSTITUTE OF SCIENCE AND TECHNOLOGY,4,Tamil Nadu
447,VEL TECH RANGARAJAN DR. SAGUNTHALA R&D INSTITUTE OF SCIENCE AND TECHNOLOGY,4,Tamil Nadu
472,AKSHAYA WOMEN'S DEGREE COLLEGE,3,Tamil Nadu
476,DR MGR EDUCATIONAL AND RESEARCH INSTITUTE,3,Tamil Nadu
486,RMD ENGINEERING COLLEGE,3,Tamil Nadu
502,SAVEETHA ENGINEERING COLLEGE,3,Tamil Nadu
503,COGNIZANT,3,Tamil Nadu
534,SASTRA DEEMED TO BE UNIVERSITY,3,Tamil Nadu
535,CHENNAI INSTITUTE OF TECHNOLOGY,3,Tamil Nadu
536,SHIV NADAR UNIVERSITY CHENNAI,3,Tamil Nadu
541,AMRITA VISHWA VIDYAPEETHAM CHENNAI,3,Tamil Nadu
548,"VELLORE INSTITUTE OF TECHNOLOGY,VELLORE",3,Tamil Nadu
563,ACME COLLEGE OF ARTS AND SCIENCE,3,Tamil Nadu
564,VSB ENGINEERING COLLEGE,3,Tamil Nadu
572,"VELLORE INSTITUTE OF TECHNOLOGY, CHENNAI",2,Tamil Nadu
574,VELLORE INSTITUTE OF TECHNOLOGY VELLORE,2,Tamil Nadu
593,NIAT,2,Tamil Nadu
612,PANIMALAR ENGINEERING COLLEGE,2,Tamil Nadu
622,PRIST UNIVERSITY,2,Tamil Nadu
626,ETHIRAJ COLLEGE FOR WOMEN,2,Tamil Nadu
636,R.M.K ENGINEERING COLLEGE,2,Tamil Nadu
637,R.M.D ENGINEERING COLLEGE,2,Tamil Nadu
649,PRATHYUSHA ENGINEERING COLLEGE,2,Tamil Nadu
653,DR. M.G.R. EDUCATIONAL AND RESEARCH INSTITUTE,2,Tamil Nadu
658,DR.MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Tamil Nadu
659,DR.M.G.R EDUCATIONAL AND RESEARCH INSTITUTE,2,Tamil Nadu
665,MUTHAYAMMAL ENGINEERING COLLEGE,2,Tamil Nadu
673,VIT VELLORE,2,Tamil Nadu
705,SAVEETHA UNIVERSITY,2,Tamil Nadu
716,VELLORE INSTITUTION OF TECHNOLOGY,2,Tamil Nadu
718,"VELLORE INSTITUTE OF TECHNOLOGY,CHENNAI",2,Tamil Nadu
768,ST JOSEPH'S COLLEGE OF ENGINEERING,2,Tamil Nadu
773,ST. JOSEPH'S INSTITUTE OF TECHNOLOGY,2,Tamil Nadu
778,KSR INSTITUTE FOR ENGINEERING AND TECHNOLOGY,2,Tamil Nadu
779,KSHATRIYA COLLEGE OF ENGINEERING,2,Tamil Nadu
785,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,2,Tamil Nadu
786,SUBBALAKSHMI LAKSHMIPATHY COLLEGE OF SCIENCE,2,Tamil Nadu
795,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING KANCHEEPURAM,2,Tamil Nadu
808,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING, KANCHEEPURAM",2,Tamil Nadu
809,INDIAN INSTITUTE OF TECHNOLOGY MADRAS,2,Tamil Nadu
811,BHARATH UNIVERSITY,2,Tamil Nadu
821,KALSALINGAM ACADEMY OF RESEARCH AND EDUCATION,2,Tamil Nadu
831,Vellore Institute of Technology,2,Tamil Nadu
873,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
881,"Vellore institute of technology, chennai",1,Tamil Nadu
909,JEPPIAAR INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
927,JCT COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
934,K.S.RIET,1,Tamil Nadu
960,K S R COLLEGE FOR ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1032,KALASALINGAM,1,Tamil Nadu
1052,KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Tamil Nadu
1057,KG college of arts and science,1,Tamil Nadu
1117,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1123,INDEPENDENT RESEARCHER,1,Tamil Nadu
1181,LOYOLA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Tamil Nadu
1247,MAHENDRA ENGINEERING COLLEGE,1,Tamil Nadu
1258,HINDUSTAN UNIVERSITY,1,Tamil Nadu
1313,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1362,MUTHYAMMAL ENGINEERING COLLEGE,1,Tamil Nadu
1413,"GOVERNMENT POLYTECHNIC COLLEGE,PILLARIPATTU",1,Tamil Nadu
1474,NATIONAL INSTITUTE OF TECHNOLOGY TIRUCHIRAPPALLI,1,Tamil Nadu
1565,P.S.V COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1569,PALAR AGRICULTURAL COLLEGE,1,Tamil Nadu
1581,ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,1,Tamil Nadu
1592,PONNAIYAH RAMAJAYAM INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
1607,Psg institute of technology and applied research,1,Tamil Nadu
1616,PRIST DEEMED UNIVERSITY,1,Tamil Nadu
1620,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING, HOSUR",1,Tamil Nadu
1624,EXCEL ENGINEERING COLLEGE,1,Tamil Nadu
1646,R.M.D. ENGINEERING COLLEGE,1,Tamil Nadu
1651,PSG Polytechnic college,1,Tamil Nadu
1688,EASWARI ENGINEERING COLLEGE,1,Tamil Nadu
1690,EFICENS SYSTEMS,1,Tamil Nadu
1695,ER. PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,1,Tamil Nadu
1716,DR.MGR UNIVERSITY,1,Tamil Nadu
1747,DR.MGR EDUCATIONAL AND RESEARCH INSTITUTE UNIVERSITY,1,Tamil Nadu
1769,DR. M.G.R EDUCATIONAL AND RESEARCH INSTITUTE,1,Tamil Nadu
1794,RAMACHANDRAN COLLEGE OF ENGINEERING,1,Tamil Nadu
1797,DR MGR UNIVERSITY,1,Tamil Nadu
1799,DR PAULRAJ ENGINEERING COLLEGE,1,Tamil Nadu
1830,RMK COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1844,DHANA LAKSHMI SRINIVASAN UNIVERSITY,1,Tamil Nadu
1846,DHANLAKSHMI SRINIVASAN UNIVERSITY TRICHY,1,Tamil Nadu
1852,DIVINCI INNOVATIVE SOLLUTIONS,1,Tamil Nadu
1892,"S.A ENGINEERING COLLEGE, CHENNAI",1,Tamil Nadu
1920,"S R M UNIVERSITY , KATTANKULATHUR , CHENNAI",1,Tamil Nadu
1921,S R M institute of science and technology,1,Tamil Nadu
1923,S.A ENGINEERING COLLEGE,1,Tamil Nadu
1941,SAI UNIVERSITY,1,Tamil Nadu
1943,SAILS SOFTWARE SOLUTIONS,1,Tamil Nadu
1958,"COLLEGE OF ENGINEERING, GUINDY. ANNA UNIVERSITY, CHENNAI.",1,Tamil Nadu
1959,COMMUNITY DREAMS FOUNDATION,1,Tamil Nadu
1961,CHENNAI INSTITUTE OF TECHNOLOGY (AUTONOMOUS) - ANNA UNIVERSITY,1,Tamil Nadu
1968,SASTRA,1,Tamil Nadu
1969,SASTRA DEMMED UNIVERSITY,1,Tamil Nadu
1979,SATHYABAMA UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
1981,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,1,Tamil Nadu
1982,SAVEETHA INSTITUTION OF MEDICAL AND TECHNICAL SCIENCES,1,Tamil Nadu
1999,SELECTSYS,1,Tamil Nadu
2003,SATHYABAMA,1,Tamil Nadu
2042,SIET,1,Tamil Nadu
2045,SIMATS ENGINEERING,1,Tamil Nadu
2066,SIST - SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2069,SMCE,1,Tamil Nadu
2073,SNS COLLEGE OF ENGINEERING,1,Tamil Nadu
2076,SOILSOFT TECHNOLOGIES,1,Tamil Nadu
2091,SOLERA INC,1,Tamil Nadu
2092,SOURASHTRA COLLEGE,1,Tamil Nadu
2116,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,1,Tamil Nadu
2123,SRI CHANDRASEKHARENDRA SARASWATHI VISWA MAHAVIDYALAYA,1,Tamil Nadu
2130,SRI KRISHNA ADITHYA COLLEGE OF ARTS AND SCIENCE,1,Tamil Nadu
2146,SRI SAIRAM INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2185,BRN INFO TECH,1,Tamil Nadu
2196,"SRM UNIVERSITY , KTR, CHENNAI",1,Tamil Nadu
2199,SRM UNIVERSITY OF KATTANKULATHUR CAMPUS,1,Tamil Nadu
2206,SRM EASWARI ENGINEERING COLLEGE,1,Tamil Nadu
2212,SRM institute of Science and Technology,1,Tamil Nadu
2216,SRMIST RMP,1,Tamil Nadu
2221,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY KATTANKULATHUR,1,Tamil Nadu
2222,"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI",1,Tamil Nadu
2223,"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI, TAMIL NADU",1,Tamil Nadu
2224,SRM INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Tamil Nadu
2240,SRM UNIVERSITY RAMAPURAM,1,Tamil Nadu
2241,"SRM UNIVERSITY, KATTANKULATHUR , CHENNAI",1,Tamil Nadu
2246,"ST .JOSEPH'S COLLEGE OF ENGINEERING,CHENNAI.",1,Tamil Nadu
2258,ST JOSEPH'S COLLEGE OF ENGINEERING CHENNAI,1,Tamil Nadu
2259,SRM UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2260,ST. JOSEPHS INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2267,ST JOSEPH'S INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2270,ST MARY'S COLLEGE,1,Tamil Nadu
2290,"ST. JOSEPH'S COLLEGE OF ENGINEERING, CHENNAI",1,Tamil Nadu
2295,STUDY WORLD COLLEGE OF ENGINEERING,1,Tamil Nadu
2302,ST.JOSEPH'S INSTITTUE OF TECHNOLOGY,1,Tamil Nadu
2303,ST.JOSEPH’S COLLEGE OF ENGINEERING CHENNAI,1,Tamil Nadu
2317,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2362,Sathyabama Institute of Science and Technology,1,Tamil Nadu
2368,Sri Sairam Engineering College,1,Tamil Nadu
2369,Srm University,1,Tamil Nadu
2385,St.Mary's college,1,Tamil Nadu
2417,AVINASHILINGAM INSTITUTE FOR HOME SCIENCE AND HIGHER EDUCATION FOR WOMEN,1,Tamil Nadu
2418,AVINASHILINGAM INSTITUTE FOR HOME SCIENCE AND HIGHER EDUCATION FOR WOMEN'S,1,Tamil Nadu
2419,AVINASHILINGAM UNIVERSITY,1,Tamil Nadu
2492,APOLLO INSTITUTE OF AGRICULTURE AND RESEARCH,1,Tamil Nadu
2526,V. S. B. ENGINEERING COLLEGE,1,Tamil Nadu
2527,V.S.B ENGINEERING COLLEGE,1,Tamil Nadu
2528,V.S.B ENGINEERING COLLEGE KARUR,1,Tamil Nadu
2529,V.S.B Engineering College,1,Tamil Nadu
2530,"V.S.B. ENGINEERING COLLEGE,KARUR",1,Tamil Nadu
2536,ASCENDION ENGINEERING VT LTD,1,Tamil Nadu
2565,ANNA UNIVERSITY,1,Tamil Nadu
2572,APARAJITHA SOFTWARE SERVICES LIMITED,1,Tamil Nadu
2576,VEL TECH RANGARAJAN DR. SAGUNTHALA R&D INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2577,VEL TECH TECHNICAL UNIVERSITY,1,Tamil Nadu
2578,"VEL TECH UNIVERSITY, CHENNAI",1,Tamil Nadu
2579,VEL-TECH UNIVERSITY,1,Tamil Nadu
2589,VELLORE INSITUTE OF TECHNOLOGY,1,Tamil Nadu
2590,VELLORE INSTITUE OF TECHNOLOGY,1,Tamil Nadu
2604,AMRITA VISHWA VIDYAPEETHAM (AMRITA UNIVERSITY),1,Tamil Nadu
2606,VELLORE INSTITUTE OF TECHNOLOGY -VELLORE,1,Tamil Nadu
2618,"VELLORE INSTITUTE OF TECHNOLOGY, CHENNAI CAMPUS",1,Tamil Nadu
2633,"AMRITA VISHWA VIDYAPEETHAM, COIMBATORE",1,Tamil Nadu
2634,AMRITA VISWA VIDHYAPEETAM,1,Tamil Nadu
2680,AMRITA VISHWA VIDHYAPEETAM,1,Tamil Nadu
2683,AMRITA VISHWA VIDYAPEETAM,1,Tamil Nadu
2708,ALML,1,Tamil Nadu
2726,"VIT- VELLORE INSTITUTE OF TECHNOLOGY, VELLORE",1,Tamil Nadu
2754,VIT - VELLORE INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
2782,VSB ENGINEERING COLLEGE KARUR,1,Tamil Nadu
2186,BS ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2316,BHARATH INSTITUTE OF HIGHER EDUCATION AND RESEARCH(CHENNAI),1,Tamil Nadu
2394,B S ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
2396,B. S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,1,Tamil Nadu
595,GLOB - GLOBAL INST OF ENGINEERING AND TECHNOLOGY,2,Telangana
837,VCET - VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,2,Telangana
915,JNTSSF - J N T U COLLEGE OF ENGINEERING SULTANPUR - SELF FINANCE,1,Telangana
1193,M.J.R COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1204,IFHE HYDARABAAD,1,Telangana
1212,ICFAI TECH SCHOOL,1,Telangana
1252,ICFAI BUSINESS SCHOOL HYDERABAD,1,Telangana
1256,ICFAI HYDERABAD,1,Telangana
1270,MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1283,ICFAI (INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA),1,Telangana
1454,NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL(NITW),1,Telangana
1476,GITAM HYDERABAD,1,Telangana
1508,O. U (UNIVERSITY OF SCIENCE),1,Telangana
1579,G.NARAYANAMMA INSTITUE OF TECHNOLOGY AND SCIENCE,1,Telangana
1717,DR.VRK WOMEN'S OF ENGINEERING AND TECHNOLOGY,1,Telangana
1718,DRK COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1738,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES OF BASAR,1,Telangana
2040,SIDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
2052,CHAITANYA DEEMED TO BE UNIVERSITY HYDERABAD,1,Telangana
2228,BITS HYDERABAD,1,Telangana
2235,BMS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Telangana
2255,ST FRANCIS XAVIER DEGREE COLLEGE,1,Telangana
2296,SUMATHI REDDY INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Telangana
2305,ST.MARTIN'S ENGINEERING COLLEGE,1,Telangana
2312,BEATROOT FINSERV PVT LTD,1,Telangana
2411,THE ICFAI FOUNDATION OF HIGHER EDUCATION,1,Telangana
2563,VAAGDEVI INSTITUTE OF TECHNOLOGY AND SCIENCE JNTUA,1,Telangana
2575,VEERANARI CHALAKI ILAMMA WOMEN'S UNIVERSITY,1,Telangana
2729,VILLA MARIE DEGREE COLLEGE,1,Telangana
2752,VISWAM AI,1,Telangana
1,ANUG - ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),1324,Telangana
2,VJEC - V N R VIGNAN JYOTHI INSTITUTE OF ENGG AND TECH,852,Telangana
3,CMRK - C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),798,Telangana
4,VMEG - VARDHAMAN COLLEGE OF ENGINEERING,797,Telangana
5,SNIS - SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,752,Telangana
6,JNTH - JNTU COLLEGE OF ENGG HYDERABAD,682,Telangana
7,BVRW - BVRIT COLLEGE OF ENGINEERING FOR WOMEN,637,Telangana
8,MLID - M L R INSTITUTE OF TECHNOLOGY,553,Telangana
9,MVSR - M V S R ENGINEERING COLLEGE (AUTONOMOUS),531,Telangana
10,VJIT - VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,468,Telangana
11,CBIT - CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,463,Telangana
12,GRRR - GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,459,Telangana
13,VBIT - VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),439,Telangana
14,MRCW - MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),430,Telangana
